cod_ibge,E,X,M,IRBI,PH_x,PH_y,Ph_x,Ph_y,R_x,R_y,Angulo,Odu,Theta,S_m,S_potencial,S_dispersiva,Regime
1400472,0.0008536729688316404,0.5,0.0,0.17534146918753266,0.0,1.0,0.0,0.0,0.0,1.0,90.0,64,0.5,0.5,0.25,0.25,Entropia potencial
1400506,0.00034097929692589467,0.5,0.0,0.17513639171877035,0.0,1.0,0.0,0.0,0.0,1.0,90.0,64,0.5,0.5,0.25,0.25,Entropia potencial
1400605,0.0001813271831095064,0.5,0.0,0.1750725308732438,0.0,1.0,0.0,0.0,0.0,1.0,90.0,64,0.5,0.5,0.25,0.25,Entropia potencial
1400704,0.00020723514405017102,0.5,0.0,0.17508289405762006,0.0,1.0,0.0,0.0,0.0,1.0,90.0,64,0.5,0.5,0.25,0.25,Entropia potencial
1500107,0.0022964621213575212,0.5,0.0,0.175918584848543,0.0,1.0,0.0,0.0,0.0,1.0,90.0,64,0.5,0.5,0.25,0.25,Entropia potencial
1500131,0.00011160181632281142,0.5,0.0,0.17504464072652912,0.0,1.0,0.0,0.0,0.0,1.0,90.0,64,0.5,0.5,0.25,0.25,Entropia potencial
1500206,0.0012914273324907265,0.5,0.0,0.17551657093299627,0.0,1.0,0.0,0.0,0.0,1.0,90.0,64,0.5,0.5,0.25,0.25,Entropia potencial
1500305,0.0005479131487384157,0.5,0.0,0.17521916525949535,0.0,1.0,0.0,0.0,0.0,1.0,90.0,64,0.5,0.5,0.25,0.25,Entropia potencial
1500347,0.0008748892281909336,0.5,0.0,0.17534995569127637,0.0,1.0,0.0,0.0,0.0,1.0,90.0,64,0.5,0.5,0.25,0.25,Entropia potencial
1500404,0.0009496075887966501,0.5,0.0,0.17537984303551865,0.0,1.0,0.0,0.0,0.0,1.0,90.0,64,0.5,0.5,0.25,0.25,Entropia potencial
1500503,0.0007045660833330034,0.5,0.0,0.17528182643333318,0.0,1.0,0.0,0.0,0.0,1.0,90.0,64,0.5,0.5,0.25,0.25,Entropia potencial
